,countryOfPub,nlmID,pubmedID,pmcID,locID,language,grantNum,affiliation,fullAuthor,source,creationDate,journalTitle,abstract,title,meshT,googleScholar,backfill
456,England,101731738,37208468,PMC10196319,10.1038/s41746-023-00830-x [doi] 89,['eng'],"['MR/P02002X/1/MRC_/Medical Research Council/United Kingdom', 'R01 LM006910/LM/NLM NIH HHS/United States', 'U24 HG011449/HG/NHGRI NIH HHS/United States', 'K23 HD091295/HD/NICHD NIH HHS/United States', 'RM1 HG010860/HG/NHGRI NIH HHS/United States', 'R24 OD011883/OD/NIH HHS/United States', 'ZIA HG200417/ImNIH/Intramural NIH HHS/United States', 'K23 HL161352/HL/NHLBI NIH HHS/United States', 'R01 LM008111/LM/NLM NIH HHS/United States']","['Computational Bioscience Program, University of Colorado Anschutz Medical Campus, Aurora, CO, 80045, USA. tiffany.callahan@cuanschutz.edu.', 'Department of Biomedical Informatics, Columbia University Irving Medical Center, New York, NY, 10032, USA. tiffany.callahan@cuanschutz.edu.', 'Computational Bioscience Program, University of Colorado Anschutz Medical Campus, Aurora, CO, 80045, USA.', 'Department of Physical Medicine and Rehabilitation, School of Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO, 80045, USA.', 'National Human Genome Research Institute, National Institutes of Health, Bethesda, MD, 20892, USA.', 'Department of Biomedical Informatics, Columbia University Irving Medical Center, New York, NY, 10032, USA.', 'Department of Computer Science, Georgia State University, Atlanta, GA, 30303, USA.', 'Computational Bioscience Program, University of Colorado Anschutz Medical Campus, Aurora, CO, 80045, USA.', 'Department of Biomedical Informatics, University of Pittsburgh School of Medicine, Pittsburgh, PA, 15260, USA.', 'Computer Science, Universita degli Studi di Milano, Milan, Italy.', 'The Jackson Laboratory for Genomic Medicine, Farmington, CT, 06032, USA.', 'The Jackson Laboratory for Genomic Medicine, Farmington, CT, 06032, USA.', 'Department of Haematology, University of Cambridge, Cambridge, UK.', ""Department of Research Informatics & Data Science, Analytics Resource Center, Children's Hospital Colorado, Aurora, CO, 80045, USA."", 'Adult and Child Center for Health Outcomes Research and Delivery Science (ACCORDS), University of Colorado Anschutz School of Medicine, Aurora, CO, 80045, USA.', 'National Human Genome Research Institute, National Institutes of Health, Bethesda, MD, 20892, USA.', 'Departments of Biomedical Informatics and Pediatrics, University of Colorado School of Medicine, Aurora, CO, 80045, USA.', 'Semanticly, Athens, Greece.', 'Yale School of Medicine, New Haven, CT, 06510, USA.', 'Division of Environmental Genomics and Systems Biology, Lawrence Berkeley National Laboratory, Berkeley, CA, 94720, USA.', 'HealthLinc, Valparaiso, IN, 46383, USA.', 'Intelligent Systems Program, University of Pittsburgh, Pittsburgh, PA, 15260, USA.', 'Department of Family Medicine, University of Colorado Anschutz School of Medicine, Aurora, CO, 80045, USA.', 'Translational and Integrative Sciences Lab, University of Colorado Anschutz Medical Campus, Aurora, CO, 80045, USA.', 'Tufts Institute for Clinical Research and Health Policy Studies, Tufts University, Boston, MA, 02155, USA.', 'The Jackson Laboratory for Genomic Medicine, Farmington, CT, 06032, USA.', 'National Human Genome Research Institute, National Institutes of Health, Bethesda, MD, 20892, USA.', 'Janssen Research and Development, Raritan, NJ, 08869, USA.', 'Department of Biomedical Informatics, Columbia University Irving Medical Center, New York, NY, 10032, USA.', 'Departments of Biomedical Informatics and Pediatrics, University of Colorado School of Medicine, Aurora, CO, 80045, USA.', 'Departments of Biomedical Informatics and Pediatrics, University of Colorado School of Medicine, Aurora, CO, 80045, USA.', 'The Jackson Laboratory for Genomic Medicine, Farmington, CT, 06032, USA.', 'Computational Bioscience Program, University of Colorado Anschutz Medical Campus, Aurora, CO, 80045, USA.', 'Department of Biomedical Informatics, University of Colorado School of Medicine, Aurora, CO, 80045, USA.', 'Department of Biomedical Informatics, University of Colorado School of Medicine, Aurora, CO, 80045, USA.']","['Callahan, Tiffany J', 'Stefanski, Adrianne L', 'Wyrwa, Jordan M', 'Zeng, Chenjie', 'Ostropolets, Anna', 'Banda, Juan M', 'Baumgartner, William A Jr', 'Boyce, Richard D', 'Casiraghi, Elena', 'Coleman, Ben D', 'Collins, Janine H', 'Deakyne Davies, Sara J', 'Feinstein, James A', 'Lin, Asiyah Y', 'Martin, Blake', 'Matentzoglu, Nicolas A', 'Meeker, Daniella', 'Reese, Justin', 'Sinclair, Jessica', 'Taneja, Sanya B', 'Trinkley, Katy E', 'Vasilevsky, Nicole A', 'Williams, Andrew E', 'Zhang, Xingmin A', 'Denny, Joshua C', 'Ryan, Patrick B', 'Hripcsak, George', 'Bennett, Tellen D', 'Haendel, Melissa A', 'Robinson, Peter N', 'Hunter, Lawrence E', 'Kahn, Michael G']",NPJ Digit Med. 2023 May 19;6(1):89. doi: 10.1038/s41746-023-00830-x.,2023/05/19 23:24,NPJ digital medicine,"Common data models solve many challenges of standardizing electronic health record (EHR) data but are unable to semantically integrate all of the resources needed for deep phenotyping. Open Biological and Biomedical Ontology (OBO) Foundry ontologies provide computable representations of biological knowledge and enable the integration of heterogeneous data. However, mapping EHR data to OBO ontologies requires significant manual curation and domain expertise. We introduce OMOP2OBO, an algorithm for mapping Observational Medical Outcomes Partnership (OMOP) vocabularies to OBO ontologies. Using OMOP2OBO, we produced mappings for 92,367 conditions, 8611 drug ingredients, and 10,673 measurement results, which covered 68-99% of concepts used in clinical practice when examined across 24 hospitals. When used to phenotype rare disease patients, the mappings helped systematically identify undiagnosed patients who might benefit from genetic testing. By aligning OMOP vocabularies to OBO ontologies our algorithm presents new opportunities to advance EHR-based deep phenotyping.",Ontologizing health systems data at scale: making translational discovery a reality.,,,
457,Ireland,8506513,37224727,,S0169-2607(23)00207-9 [pii] 10.1016/j.cmpb.2023.107542 [doi],['eng'],,"['Keck School of Medicine, University of Southern California, 2250 Alcazar St CSC 212, Los Angeles CA 90033, USA.', 'Keck School of Medicine, University of Southern California, 2250 Alcazar St CSC 212, Los Angeles CA 90033, USA.', 'Keck School of Medicine, University of Southern California, 2250 Alcazar St CSC 212, Los Angeles CA 90033, USA.', 'Keck School of Medicine, University of Southern California, 2250 Alcazar St CSC 212, Los Angeles CA 90033, USA.', ""Department of Pediatrics, Children's Hospital Los Angeles, Los Angeles CA USA."", 'Spatial Sciences Institute, University of Southern California, Los Angeles CA USA.', 'Department of Population and Public Health Sciences, University of Southern California, Los Angeles CA USA.', 'Spatial Sciences Institute, University of Southern California, Los Angeles CA USA.', 'Keck School of Medicine, University of Southern California, 2250 Alcazar St CSC 212, Los Angeles CA 90033, USA. Electronic address: Neil.Bahroos@med.usc.edu.']","['Kingsbury, Paul', 'Abajian, Hakob', 'Abajian, Mark', 'Angyan, Praveen', 'Espinoza, Juan', 'MacDonald, Beau', 'Meeker, Daniella', 'Wilson, John P', 'Bahroos, Neil']",Comput Methods Programs Biomed. 2023 Aug;238:107542. doi: 10.1016/j.cmpb.2023.107542. Epub 2023 Apr 8.,2023/05/24 18:07,Computer methods and programs in biomedicine,"BACKGROUND AND OBJECTIVE: Social and Environmental Determinants of Health (SEDoH) are of increasing interest to researchers in personal and public health. Collecting SEDoH and associating them with patient medical record can be challenging, especially for environmental variables. We announce here the release of SEnDAE, the Social and Environmental Determinants Address Enhancement toolkit, and open-source resource for ingesting a range of environmental variables and measurements from a variety of sources and associated them with arbitrary addresses. METHODS: SEnDAE includes optional components for geocoding addresses, in case an organization does not have independent capabilities in that area, and recipes for extending the OMOP CDM and the ontology of an i2b2 instance to display and compute over the SEnDAE variables within i2b2. RESULTS: On a set of 5000 synthetic addresses, SEnDAE was able to geocode 83%. SEnDAE geocodes addresses to the same Census tract as ESRI 98.1% of the time. CONCLUSION: Development of SEnDAE is ongoing, but we hope that teams will find it useful to increase their usage of environmental variables and increase the field's general understanding of these important determinants of health.",SEnDAE: A resource for expanding research into social and environmental determinants of health.,"['Humans', '*Public Health', '*Medical Records']",,
458,Ireland,9711057,37267810,,S1386-5056(23)00122-3 [pii] 10.1016/j.ijmedinf.2023.105104 [doi],['eng'],,"['Amsterdam UMC location University of Amsterdam, Department of Medical Informatics, Amsterdam, the Netherlands; Amsterdam Public Health Research Institute, Digital Health & Methodology, Amsterdam, the Netherlands; National Intensive Care Evaluation (NICE) Foundation, Amsterdam, the Netherlands.', 'Amsterdam UMC location University of Amsterdam, Department of Medical Informatics, Amsterdam, the Netherlands; Amsterdam Public Health Research Institute, Digital Health & Methodology, Amsterdam, the Netherlands.', 'Amsterdam UMC location University of Amsterdam, Department of Medical Informatics, Amsterdam, the Netherlands.', 'Amsterdam UMC location University of Amsterdam, Department of Medical Informatics, Amsterdam, the Netherlands; Amsterdam Public Health Research Institute, Digital Health & Methodology, Amsterdam, the Netherlands.', 'Department of Intensive Care Medicine, Center for Critical Care Computation Intelligence (C4i), Amsterdam Medical Data Science (AMDS), Amsterdam Public Health (APH), Amsterdam Cardiovascular Science (ACS), Amsterdam Institute for Infection and Immunity (AII), Amsterdam UMC, Vrije Universiteit, Amsterdam, the Netherlands.', 'Amsterdam Public Health Research Institute, Digital Health & Methodology, Amsterdam, the Netherlands; Department of Critical Care, Amsterdam University Medical Center, Amsterdam, the Netherlands.', 'Amsterdam UMC location University of Amsterdam, Department of Medical Informatics, Amsterdam, the Netherlands; Amsterdam Public Health Research Institute, Digital Health & Methodology, Amsterdam, the Netherlands.']","['Puttmann, Daniel', 'de Groot, Rowdy', 'de Keizer, Nicolette', 'Cornet, Ronald', 'Elbers, Paul W G', 'Dongelmans, Dave', 'Bakhshi-Raiez, Ferishta']",Int J Med Inform. 2023 Aug;176:105104. doi: 10.1016/j.ijmedinf.2023.105104. Epub 2023 May 27.,2023/06/02 18:07,International journal of medical informatics,"OBJECTIVE: To address the growing need for effective data reuse in health research, healthcare institutions need to make their data Findable, Accessible, Interoperable, and Reusable (FAIR). A prevailing method to model databases for interoperability is the Observational Medical Outcomes Partnership (OMOP) Common Data Model (CDM), developed by the Observational Health Data Sciences and Informatics (OHDSI) initiative. A European repository for OMOP CDM-converted databases called the ""European Health Data & Evidence Network (EHDEN) portal"" was developed, aiming to make these databases Findable and Accessible. This paper aims to assess the FAIRness of databases on the EHDEN portal. MATERIALS AND METHODS: Two researchers involved in the OMOP CDM conversion of separate Dutch Intensive Care Unit (ICU) research databases each manually assessed their own database using seventeen metrics. These were defined by the FAIRsFAIR project as a list of minimum requirements for a database to be FAIR. Each metric is given a score from zero to four based on how well the database adheres to the metric. The maximum score for each metric varies from one to four based on the importance of the metric. RESULTS: Fourteen out of the seventeen metrics were unanimously rated: seven were rated the highest score, one was rated half of the highest score, and five were rated the lowest score. The remaining three metrics were assessed differently for the two use cases. The total scores achieved were 15.5 and 12 out of a maximum of 25. CONCLUSION: The main omissions in supporting FAIRness were the lack of globally unique identifiers such as Uniform Resource Identifiers (URIs) in the OMOP CDM and the lack of metadata standardization and linkage in the EHDEN portal. By implementing these in future updates, the EHDEN portal can be more FAIR.",Assessing the FAIRness of databases on the EHDEN portal: A case study on two Dutch ICU databases.,"['Humans', '*Ethnicity', 'Databases, Factual', '*Health Facilities', 'Intensive Care Units', 'Delivery of Health Care', 'Electronic Health Records']",,
459,England,101718051,37305615,PMC10249773,101259 [pii] 10.1016/j.imu.2023.101259 [doi],['eng'],['Z99 LM999999/ImNIH/Intramural NIH HHS/United States'],"['National Library of Medicine, Lister Hill National Center for Biomedical Communications, Bethesda, MD United States of America.']","['Williams, Nick']",Inform Med Unlocked. 2023;39:101259. doi: 10.1016/j.imu.2023.101259. Epub 2023 May 5.,2023/06/12 04:26,Informatics in medicine unlocked,"OBJECTIVES: This effort used Databricks to create an Observational Medical Outcomes Partnership (OMOP) Common Data Model (CDM) for Transformed MSIS Analytic File (TAF) Medicaid records. MATERIALS AND METHODS: Our process included data volume and content assessment of TAF, translation mapping of TAF concepts to OMOP concepts and the creation of Extract Transform and Load (ETL) code. RESULTS: The final CDM contained 119,048,562 individuals and 24,806,828,121 clinical observations from 2014 through 2018. DISCUSSION: The transformation of TAF into OMOP can support the generation of evidence with special attention to low-income patients on public insurance. Such patients are perhaps underrepresented in academic medical center patient populations. CONCLUSION: Our effort successfully used Databricks to transform TAF records into OMOP CDM. Our CDM can be used to generate evidence for OMOP network studies.",Building the observational medical outcomes partnership's T-MSIS Analytic File common data model.,,,
460,Korea (South),8703518,37309694,PMC10261705,10.3346/jkms.2023.38.e174 [doi] e174,['eng'],['HC21C0163/Korea Health Industry Development Institute/Republic of Korea'],"['Department of Ophthalmology, College of Medicine, Seoul National University, Seoul, Korea.', 'Department of Ophthalmology, Seoul National University Bundang Hospital, Seongnam, Korea.', 'Department of Ophthalmology, Seoul National University Bundang Hospital, Seongnam, Korea.', 'Department of Ophthalmology, College of Medicine, Seoul National University, Seoul, Korea.', 'Department of Ophthalmology, Seoul National University Bundang Hospital, Seongnam, Korea. sangjunpark@snu.ac.kr.', 'Department of Ophthalmology, College of Medicine, Seoul National University, Seoul, Korea.', 'Department of Ophthalmology, Seoul National University Hospital, Seoul, Korea. jiani4@snu.ac.kr.']","['Bui, Manh-Hung', 'Lee, Da Yun', 'Park, Sang Jun', 'Park, Kyu Hyung']",J Korean Med Sci. 2023 Jun 12;38(23):e174. doi: 10.3346/jkms.2023.38.e174.,2023/06/13 05:27,Journal of Korean medical science,"BACKGROUND: A paucity of data addressing real-world treatment of myopic choroidal neovascularization (mCNV) in the era of anti-vascular endothelial growth factor (VEGF) drugs led us to investigate real-world treatment intensity and treatment patterns in patients with mCNV. METHODS: This is a retrospective, observational study using the Observational Medical Outcomes Partnership-Common Data Model database of treatment-naive patients with mCNV over the 18-year study period (2003-2020). Outcomes were treatment intensity (time trends of total/average number of prescriptions, mean number of prescriptions in the first year and the second year after initiating treatment, proportion of patients with no treatment in the second year) and treatment patterns (subsequent patterns of treatment according to the initial treatment). RESULTS: Our final cohort included 94 patients with at-least 1-year observation period. Overall, 96.8% of patients received anti-VEGF drugs as first-line treatment, with most of injections from bevacizumab. The number of anti-VEGF injections in each calendar year showed an increasing trend over time; however, there was a drop in the mean number of injections in the second year compared to the first year from 2.09 to 0.47. About 77% of patients did not receive any treatment in their second year of treatment regardless of drugs. Most of patients (86.2%) followed non-switching monotherapy only and bevacizumab was the most popular choice either in the first-line (68.1%) or in the second-line (53.8%) of treatment. Aflibercept was increasingly used as the first-line treatment for patients with mCNV. CONCLUSION: Anti-VEGF drugs have become the treatment of choice and second-line treatment for mCNV over the past decade. Anti-VEGF drugs are effective for the treatment of mCNV as the non-switching monotherapy is the main treatment regimen in most cases and the number of treatments decreases significantly in the second year of treatment.",Real-World Treatment Intensity and Patterns in Patients With Myopic Choroidal Neovascularization: Common Data Model in Ophthalmology.,"['Humans', '*Ophthalmology', 'Bevacizumab', 'Databases, Factual', 'Patients']",,
461,United States,101596872,37318234,PMC10268223,10.1093/gigascience/giad041 [doi] giad041,['eng'],['ERC_/European Research Council/International'],"['Seminar for Statistics, ETH Zurich, 8092 Zurich (Ramistrasse 101), Switzerland.', 'Seminar for Statistics, ETH Zurich, 8092 Zurich (Ramistrasse 101), Switzerland.', 'Department of Anaesthesiology and Perioperative Medicine, Monash Health, Clayton VIC 3168, Australia.', 'Seminar for Statistics, ETH Zurich, 8092 Zurich (Ramistrasse 101), Switzerland.', 'Seminar for Statistics, ETH Zurich, 8092 Zurich (Ramistrasse 101), Switzerland.']","['Bennett, Nicolas', 'Plecko, Drago', 'Ukor, Ida-Fong', 'Meinshausen, Nicolai', 'Buhlmann, Peter']",Gigascience. 2022 Dec 28;12:giad041. doi: 10.1093/gigascience/giad041. Epub 2023 Jun 15.,2023/06/15 09:12,GigaScience,"OBJECTIVE: To develop a unified framework for analyzing data from 5 large publicly available intensive care unit (ICU) datasets. FINDINGS: Using 3 American (Medical Information Mart for Intensive Care III, Medical Information Mart for Intensive Care IV, electronic ICU) and 2 European (Amsterdam University Medical Center Database, High Time Resolution ICU Dataset) databases, we constructed a mapping for each database to a set of clinically relevant concepts, which are grounded in the Observational Medical Outcomes Partnership Vocabulary wherever possible. Furthermore, we performed synchronization in the units of measurement and data type representation. On top of this, we built functionality, which allows the user to download, set up, and load data from all of the 5 databases, through a unified Application Programming Interface. The resulting ricu R-package represents the computational infrastructure for handling publicly available ICU datasets, and its latest release allows the user to load 119 existing clinical concepts from the 5 data sources. CONCLUSION: The ricu R-package (available on GitHub and CRAN) is the first tool that enables users to analyze publicly available ICU datasets simultaneously (datasets are available upon request from respective owners). Such an interface saves researchers time when analyzing ICU data and helps reproducibility. We hope that ricu can become a community-wide effort, so that data harmonization is not repeated by each research group separately. One current limitation is that concepts were added on a case-to-case basis, and therefore the resulting dictionary of concepts is not comprehensive. Further work is needed to make the dictionary comprehensive.",ricu: R's interface to intensive care data.,"['Humans', 'Reproducibility of Results', '*Critical Care/methods', '*Intensive Care Units', 'Databases, Factual', 'Data Management']",,
462,Korea (South),101761234,37321588,PMC10397992,10.3345/cep.2023.00290 [doi],['eng'],,"['Department of Pediatrics, Kandong Sacred Heart Hospital, Hallym University College of Medicine, Seoul, Korea.', 'Department of Pediatrics, Kandong Sacred Heart Hospital, Hallym University College of Medicine, Seoul, Korea.', 'Department of Pediatrics, Kandong Sacred Heart Hospital, Hallym University College of Medicine, Seoul, Korea.', 'Departments of Pediatrics, Kyung Hee University School of Medicine, Seoul, Korea.', 'Department of Pediatrics, Kandong Sacred Heart Hospital, Hallym University College of Medicine, Seoul, Korea.', 'Departments of Pediatrics, CHA Bundang Medical Center, CHA University School of Medicine, Seongnam, Korea.']","['Lim, Ji Eun', 'Kim, Hye Min', 'Kim, Ju Hee', 'Baek, Hey Sung', 'Han, Man Yong']",Clin Exp Pediatr. 2023 Aug;66(8):357-365. doi: 10.3345/cep.2023.00290. Epub 2023 Jun 14.,2023/06/15 19:47,Clinical and experimental pediatrics,"BACKGROUND: The association between dyslipidemia and asthma in children remains unclear. PURPOSE: This study investigated the association between dyslipidemia and cholesterol levels in children. METHODS: A systematic literature review was performed to identify studies investigating the association between dyslipidemia and asthma in children. The PubMed database was searched for articles published from January 2000-March 2022. Data from a cohort study using electronic health records from 5 hospitals, converted to the Observational Medical Outcomes Partnership Common Data Model (OMOP-CDM), were used to identify the association between total cholesterol (TC) levels and asthma in children. This cohort study used the Cox proportional hazards model to examine hazard ratio (HR) of asthma after propensity score matching, and included an aggregate meta-analysis of HR. RESULTS: We examined 11 studies reporting an association between dyslipidemia and asthma in children. Most were cross-sectional; however, their results were inconsistent. In OMOP-CDM multicenter analysis, the high TC (>170 mg/dL) group included 29,038 children, while the normal TC (</=170 mg/dL) group included 88,823 children including all hospital datasets. In a meta-analysis of this multicenter cohort, a significant association was found between high TC levels and later development of asthma in children <15 years of age (pooled HR, 1.30; 95% confidence interval, 1.12-1.52). CONCLUSION: Elevated TC levels in children may be associated with asthma.",Association between dyslipidemia and asthma in children: a systematic review and multicenter cohort study using a common data model.,,,
463,New Zealand,9002928,37328600,PMC10345011,10.1007/s40264-023-01324-1 [doi],['eng'],['R01 AI153044/AI/NIAID NIH HHS/United States'],"['Department of Biostatistics, University of California, Los Angeles, Los Angeles, CA, USA.', 'Observational Health Data Sciences and Informatics, New York, NY, USA.', 'Department of Biostatistics, University of California, Los Angeles, Los Angeles, CA, USA.', 'Observational Health Data Sciences and Informatics, New York, NY, USA.', 'Observational Health Data Analytics, Janssen R&D, Titusville, NJ, USA.', 'Department of Biostatistics, University of California, Los Angeles, Los Angeles, CA, USA.', 'Observational Health Data Sciences and Informatics, New York, NY, USA.', ""O'Brien Institute for Public Health, Faculty of Medicine, University of Calgary, Calgary, AB, Canada."", 'Medication Safety Research Chair, King Saud University, Riyadh, Saudi Arabia.', 'Division of Informatics, Imaging and Data Sciences, University of Manchester, Manchester, UK.', ""Fundacio Institut Universitari per a la recerca a l'Atencio Primaria de Salut Jordi Gol i Gurina (IDIAPJGol), Barcelona, Spain."", 'Observational Health Data Analytics, Janssen R&D, Titusville, NJ, USA.', 'School of Public Health and Community Medicine, Institute of Medicine, Sahlgrenska Academy, University of Gothenburg, Goteborg, Sweden.', 'Observational Health Data Sciences and Informatics, New York, NY, USA.', 'Observational Health Data Analytics, Janssen R&D, Titusville, NJ, USA.', 'Observational Health Data Sciences and Informatics, New York, NY, USA.', 'Department of Biomedical Informatics, Columbia University, New York, NY, USA.', 'Medical Informatics Services, New York-Presbyterian Hospital, New York, NY, USA.', 'Centre for Statistics in Medicine, NDORMS, University of Oxford, Oxford, UK.', 'Health Data Sciences, Medical Informatics, Erasmus Medical Center University, Rotterdam, The Netherlands.', 'Department of Biostatistics, University of California, Los Angeles, Los Angeles, CA, USA. msuchard@ucla.edu.', 'Observational Health Data Sciences and Informatics, New York, NY, USA. msuchard@ucla.edu.', 'Department of Human Genetics, University of California, Los Angeles, Los Angeles, CA, USA. msuchard@ucla.edu.', 'VA Informatics and Computing Infrastructure, US Department of Veterans Affairs, Salt Lake City, UT, USA. msuchard@ucla.edu.']","['Arshad, Faaizah', 'Schuemie, Martijn J', 'Bu, Fan', 'Minty, Evan P', 'Alshammari, Thamir M', 'Lai, Lana Y H', 'Duarte-Salles, Talita', 'Fortin, Stephen', 'Nyberg, Fredrik', 'Ryan, Patrick B', 'Hripcsak, George', 'Prieto-Alhambra, Daniel', 'Suchard, Marc A']",Drug Saf. 2023 Aug;46(8):797-807. doi: 10.1007/s40264-023-01324-1. Epub 2023 Jun 16.,2023/06/16 23:25,Drug safety,"INTRODUCTION: Vaccine safety surveillance commonly includes a serial testing approach with a sensitive method for 'signal generation' and specific method for 'signal validation.' The extent to which serial testing in real-world studies improves or hinders overall performance in terms of sensitivity and specificity remains unknown. METHODS: We assessed the overall performance of serial testing using three administrative claims and one electronic health record database. We compared type I and II errors before and after empirical calibration for historical comparator, self-controlled case series (SCCS), and the serial combination of those designs against six vaccine exposure groups with 93 negative control and 279 imputed positive control outcomes. RESULTS: The historical comparator design mostly had fewer type II errors than SCCS. SCCS had fewer type I errors than the historical comparator. Before empirical calibration, the serial combination increased specificity and decreased sensitivity. Type II errors mostly exceeded 50%. After empirical calibration, type I errors returned to nominal; sensitivity was lowest when the methods were combined. CONCLUSION: While serial combination produced fewer false-positive signals compared with the most specific method, it generated more false-negative signals compared with the most sensitive method. Using a historical comparator design followed by an SCCS analysis yielded decreased sensitivity in evaluating safety signals relative to a one-stage SCCS approach. While the current use of serial testing in vaccine surveillance may provide a practical paradigm for signal identification and triage, single epidemiological designs should be explored as valuable approaches to detecting signals.",Serially Combining Epidemiological Designs Does Not Improve Overall Signal Detection in Vaccine Safety Surveillance.,"['Humans', '*Vaccines/adverse effects', 'Sensitivity and Specificity', 'Research Design', 'Databases, Factual', 'Electronic Health Records']",,
464,United States,101539486,37350911,PMC10283085,,['eng'],,"['Stanford Center for Biomedical Informatics Research.', 'Stanford Center for Biomedical Informatics Research.', 'Health Policy/Center for Primary Care and Outcomes Research.', 'Department of Medicine.', 'Stanford Center for Biomedical Informatics Research.', 'Division of Hospital Medicine.', 'Clinical Excellence Research Center; Stanford University, Stanford, CA, USA.']","['Fouladvand, Sajjad', 'Noshad, Morteza', 'Goldstein, Mary Kane', 'Periyakoil, V J', 'Chen, Jonathan H']",AMIA Jt Summits Transl Sci Proc. 2023 Jun 16;2023:167-175. eCollection 2023.,2023/06/23 10:26,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,"Over 78 million people will suffer from dementia by 2030, emphasizing the need for early identification of patients with mild cognitive impairment (MCI) at risk, and personalized clinical evaluation steps to diagnose potentially reversible causes. Here, we leverage real-world electronic health records in the observational medical outcomes partnership (OMOP) data model to develop machine learning models to predict MCI up to a year in advance of recorded diagnosis. Our experimental results with logistic regression, random forest, and xgboost models trained and evaluated on more than 531K patient visits show random forest model can predict MCI onset with ROC-AUC of 68.2+/-0.7. We identify the clinical factors mentioned in clinician notes that are most predictive of MCI. Using similar association mining techniques, we develop a data-driven list of clinical procedures commonly ordered in the workup of MCI cases, that could be used as a basis for guidelines and clinical order set templates.","Mild Cognitive Impairment: Data-Driven Prediction, Risk Factors, and Workup.",,,
465,Switzerland,101616579,37361151,PMC10287979,10.3389/fpubh.2023.1116682 [doi] 1116682,['eng'],['224834_Z_21_Z/WT_/Wellcome Trust/United Kingdom'],"['African Population and Health Research Center (APHRC), Nairobi, Kenya.', 'London School of Hygiene and Tropical Medicine, University of London, London, United Kingdom.', 'London School of Hygiene and Tropical Medicine, University of London, London, United Kingdom.', 'Department of Computing and Information Technology, Malawi University of Business and Applied Sciences, Blantyre, Malawi.', 'Committee on Data of the International Science Council, Paris, France.']","['Kiwuwa-Muyingo, Sylvia', 'Todd, Jim', 'Bhattacharjee, Tathagata', 'Taylor, Amelia', 'Greenfield, Jay']",Front Public Health. 2023 Jun 9;11:1116682. doi: 10.3389/fpubh.2023.1116682. eCollection 2023.,2023/06/26 12:48,Frontiers in public health,"The COVID-19 pandemic has spurred the use of AI and DS innovations in data collection and aggregation. Extensive data on many aspects of the COVID-19 has been collected and used to optimize public health response to the pandemic and to manage the recovery of patients in Sub-Saharan Africa. However, there is no standard mechanism for collecting, documenting and disseminating COVID-19 related data or metadata, which makes the use and reuse a challenge. INSPIRE utilizes the Observational Medical Outcomes Partnership (OMOP) as the Common Data Model (CDM) implemented in the cloud as a Platform as a Service (PaaS) for COVID-19 data. The INSPIRE PaaS for COVID-19 data leverages the cloud gateway for both individual research organizations and for data networks. Individual research institutions may choose to use the PaaS to access the FAIR data management, data analysis and data sharing capabilities which come with the OMOP CDM. Network data hubs may be interested in harmonizing data across localities using the CDM conditioned by the data ownership and data sharing agreements available under OMOP's federated model. The INSPIRE platform for evaluation of COVID-19 Harmonized data (PEACH) harmonizes data from Kenya and Malawi. Data sharing platforms must remain trusted digital spaces that protect human rights and foster citizens' participation is vital in an era where information overload from the internet exists. The channel for sharing data between localities is included in the PaaS and is based on data sharing agreements provided by the data producer. This allows the data producers to retain control over how their data are used, which can be further protected through the use of the federated CDM. Federated regional OMOP-CDM are based on the PaaS instances and analysis workbenches in INSPIRE-PEACH with harmonized analysis powered by the AI technologies in OMOP. These AI technologies can be used to discover and evaluate pathways that COVID-19 cohorts take through public health interventions and treatments. By using both the data mapping and terminology mapping, we construct ETLs that populate the data and/or metadata elements of the CDM, making the hub both a central model and a distributed model.",Enabling data sharing and utilization for African population health data using OHDSI tools with an OMOP-common data model.,"['Humans', '*Pandemics', 'Databases, Factual', '*COVID-19/epidemiology', 'Information Dissemination', 'Data Management']",,
