,pubmedID,title,fullAuthorEdited
151,32477663,Mapping Local Biospecimen Records to the OMOP Common Data Model.,'Chelsea L Michael' 'Evan T Sholle' 'Regina T Wulff' 'Gail J Roboz' 'Thomas R Jr Campion'
152,32477256,Characterization of Anti-seizure Medication Treatment Pathways in Pediatric Epilepsy Using the Electronic Health Record-Based Common Data Model.,'Hunmin Kim' 'Sooyoung Yoo' 'Yonghoon Jeon' 'Soyoung Yi' 'Seok Kim' 'Sun Ah Choi' 'Hee Hwang' 'Ki Joong Kim'
153,32470694,Converting clinical document architecture documents to the common data model for incorporating health information exchange data in observational health studies: CDA to CDM.,'Hyerim Ji' 'Seok Kim' 'Soyoung Yi' 'Hee Hwang' 'Jeong-Whun Kim' 'Sooyoung Yoo'
154,32196874,Comparison of the incidence of diabetes in United States and Indian youth: An international harmonization of youth diabetes registries.,"'Elizabeth T Jensen' 'Dana A Dabelea' 'Pradeep A Praveen' 'Anandakumar Amutha' 'Christine W Hockett' 'Scott P Isom' 'Toan C Ong' 'Viswanathan Mohan' ' Agostino Ralph Jr""' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' "
155,31956997,Can We Rely on Results From IQVIA Medical Research Data UK Converted to the Observational Medical Outcome Partnership Common Data Model?: A Validation Study Based on Prescribing Codeine in Children.,'Gianmario Candore' 'Karin Hedenmalm' 'Jim Slattery' 'Alison Cave' 'Xavier Kurz' 'Peter Arlett'
156,31914471,Transforming French Electronic Health Records into the Observational Medical Outcome Partnership's Common Data Model: A Feasibility Study.,'Antoine Lamer' 'Nicolas Depas' 'Matthieu Doutreligne' 'Adrien Parrot' 'David Verloop' 'Marguerite-Marie Defebvre' 'Gregoire Ficheur' 'Emmanuel Chazard' 'Jean-Baptiste Beuscart'
157,31837755,Optimization of Electronic Medical Records for Data Mining Using a Common Data Model.,'Manlik Kwong' 'Heather L Gardner' 'Neil Dieterle' 'Virginia Rentko'
158,31721815,"Correction: KETOS: Clinical decision support and machine learning as a service - A training and deployment platform based on Docker, OMOP-CDM, and FHIR Web Services.",'Julian Gruendner' 'Thorsten Schwachhofer' 'Phillip Sippl' 'Nicolas Wolf' 'Marcel Erpenbeck' 'Christian Gulden' 'Lorenz A Kapsner' 'Jakob Zierk' 'Sebastian Mate' 'Michael Sturzl' 'Roland Croner' 'Hans-Ulrich Prokosch' 'Dennis Toddenroth'
159,31645076,Incrementally Transforming Electronic Medical Records into the Observational Medical Outcomes Partnership Common Data Model: A Multidimensional Quality Assurance Approach.,'Kristine E Lynch' 'Stephen A Deppen' 'Scott L DuVall' 'Benjamin Viernes' 'Aize Cao' 'Daniel Park' 'Elizabeth Hanchrow' 'Kushan Hewa' 'Peter Greaves' 'Michael E Matheny'
160,31633087,ROMOP: a light-weight R package for interfacing with OMOP-formatted electronic health record data.,'Benjamin S Glicksberg' 'Boris Oskotsky' 'Nicholas Giangreco' 'Phyllis M Thangaraj' 'Vivek Rudrapatna' 'Debajyoti Datta' 'Remi Frazier' 'Nelson Lee' 'Rick Larsen' 'Nicholas P Tatonetti' 'Atul J Butte'
161,31581246,"KETOS: Clinical decision support and machine learning as a service - A training and deployment platform based on Docker, OMOP-CDM, and FHIR Web Services.",'Julian Gruendner' 'Thorsten Schwachhofer' 'Phillip Sippl' 'Nicolas Wolf' 'Marcel Erpenbeck' 'Christian Gulden' 'Lorenz A Kapsner' 'Jakob Zierk' 'Sebastian Mate' 'Michael Sturzl' 'Roland Croner' 'Hans-Ulrich Prokosch' 'Dennis Toddenroth'
162,31545380,Comparison of the cohort selection performance of Australian Medicines Terminology to Anatomical Therapeutic Chemical mappings.,'Guan N Guo' 'Jitendra Jonnagaddala' 'Sanjay Farshid' 'Vojtech Huser' 'Christian Reich' 'Siaw-Teng Liaw'
163,31542521,Making work visible for electronic phenotype implementation: Lessons learned from the eMERGE network.,'Ning Shang' 'Cong Liu' 'Luke V Rasmussen' 'Casey N Ta' 'Robert J Caroll' 'Barbara Benoit' 'Todd Lingren' 'Ozan Dikilitas' 'Frank D Mentch' 'David S Carrell' 'Wei-Qi Wei' 'Yuan Luo' 'Vivian S Gainer' 'Iftikhar J Kullo' 'Jennifer A Pacheco' 'Hakon Hakonarson' 'Theresa L Walunas' 'Joshua C Denny' 'Ken Wiley' 'Shawn N Murphy' 'George Hripcsak' 'Chunhua Weng'
164,31494719,Feasibility of Mapping Austrian Health Claims Data to the OMOP Common Data Model.,'Andrea Haberson' 'Christoph Rinner' 'Alexander Schoberl' 'Walter Gall'
165,31438371,Genomic Common Data Model for Biomedical Data in Clinical Practice.,'Seo Jeong Shin' 'Seng Chan You' 'Jin Roh' 'Yu Rang Park' 'Rae Woong Park'
166,31438258,Characterizing VA Users with the OMOP Common Data Model.,'Benjamin Viernes' 'Kristine E Lynch' 'Brett South' 'Gregorio Coronado' 'Scott L DuVall'
167,31419833,Clinical Research Informatics: Contributions from 2018.,'Christel Daniel' 'Dipak Kalra'
168,31214700,PatientExploreR: an extensible application for dynamic visualization of patient clinical history from electronic health records in the OMOP common data model.,'Benjamin S Glicksberg' 'Boris Oskotsky' 'Phyllis M Thangaraj' 'Nicholas Giangreco' 'Marcus A Badgeley' 'Kipp W Johnson' 'Debajyoti Datta' 'Vivek A Rudrapatna' 'Nadav Rappoport' 'Mark M Shervey' 'Riccardo Miotto' 'Theodore C Goldstein' 'Eugenia Rutenberg' 'Remi Frazier' 'Nelson Lee' 'Sharat Israni' 'Rick Larsen' 'Bethany Percha' 'Li Li' 'Joel T Dudley' 'Nicholas P Tatonetti' 'Atul J Butte'
169,30943974,Developing a portable natural language processing based phenotyping system.,'Himanshu Sharma' 'Chengsheng Mao' 'Yizhen Zhang' 'Haleh Vatani' 'Liang Yao' 'Yizhen Zhong' 'Luke Rasmussen' 'Guoqian Jiang' 'Jyotishman Pathak' 'Yuan Luo'
170,30942734,Standardizing Austrians Claims Data Using the OMOP Common Data Model: A Feasibility Study.,'Andrea Haberson' 'Christoph Rinner' 'Walter Gall'
171,30912749,Genomic Common Data Model for Seamless Interoperation of Biomedical Data in Clinical Practice: Retrospective Study.,'Seo Jeong Shin' 'Seng Chan You' 'Yu Rang Park' 'Jin Roh' 'Jang-Hee Kim' 'Seokjin Haam' 'Christian G Reich' 'Clair Blacketer' 'Dae-Soon Son' 'Seungbin Oh' 'Rae Woong Park'
172,30779778,Data model harmonization for the All Of Us Research Program: Transforming i2b2 data into the OMOP common data model.,'Jeffrey G Klann' 'Matthew A H Joss' 'Kevin Embree' 'Shawn N Murphy'
173,30753493,Criteria2Query: a natural language interface to clinical databases for cohort definition.,'Chi Yuan' 'Patrick B Ryan' 'Casey Ta' 'Yixuan Guo' 'Ziran Li' 'Jill Hardin' 'Rupa Makadia' 'Peng Jin' 'Ning Shang' 'Tian Kang' 'Chunhua Weng'
174,30306907,Common Data Models (CDMs) to Enhance International Big Data Analytics: A Diabetes Use Case to Compare Three CDMs.,'Harshana Liyanage' 'Siaw-Teng Liaw' 'Jitendra Jonnagaddala' 'William Hinton' 'Simon de Lusignan'
175,30085008,Web services for data warehouses: OMOP and PCORnet on i2b2.,'Jeffrey G Klann' 'Lori C Phillips' 'Christopher Herrick' 'Matthew A H Joss' 'Kavishwar B Wagholikar' 'Shawn N Murphy'
176,30010902,Learning predictive models of drug side-effect relationships from distributed representations of literature-derived semantic predications.,'Justin Mower' 'Devika Subramanian' 'Trevor Cohen'
177,29888090,The Data Gap in the EHR for Clinical Research Eligibility Screening.,'Alex Butler' 'Wei Wei' 'Chi Yuan' 'Tian Kang' 'Yuqi Si' 'Chunhua Weng'
178,29760661,A Semantic Transformation Methodology for the Secondary Use of Observational Healthcare Data in Postmarketing Safety Studies.,'Anil Pacaci' 'Suat Gonul' 'A Anil Sinaci' 'Mustafa Yuksel' 'Gokce B Laleci Erturkmen'
179,29726424,A Clinical Data Warehouse Based on OMOP and i2b2 for Austrian Health Claims Data.,'Christoph Rinner' 'Deniz Gezgin' 'Christopher Wendl' 'Walter Gall'
180,29495212,[Data harmonization and sharing in study cohorts of respiratory diseases].,'Y X Sun' 'Z C Pei' 'S Y Zhan'
181,29295240,An OMOP CDM-Based Relational Database of Clinical Research Eligibility Criteria.,'Yuqi Si' 'Chunhua Weng'
182,29063555,Representing Knowledge Consistently Across Health Systems.,'S T Rosenbloom' 'R J Carroll' 'J L Warner' 'M E Matheny' 'J C Denny'
183,28903729,"Dynamic-ETL: a hybrid approach for health data extraction, transformation and loading.",'Toan C Ong' 'Michael G Kahn' 'Bethany M Kwan' 'Traci Yamashita' 'Elias Brandt' 'Patrick Hosokawa' 'Chris Uhrich' 'Lisa M Schilling'
184,28815480,Evaluation of Electronic Healthcare Databases for Post-Marketing Drug Safety Surveillance and Pharmacoepidemiology in China.,'Yu Yang' 'Xiaofeng Zhou' 'Shuangqing Gao' 'Hongbo Lin' 'Yanming Xie' 'Yuji Feng' 'Kui Huang' 'Siyan Zhan'
185,28776047,An Interoperable Similarity-based Cohort Identification Method Using the OMOP Common Data Model version 5.0.,'Shreya Chakrabarti' 'Anando Sen' 'Vojtech Huser' 'Gregory W Hruby' 'Alexander Rusanov' 'David J Albers' 'Chunhua Weng'
186,28479543,A Realism-Based View on Counts in OMOP's Common Data Model.,'Werner Ceusters' 'Jonathan Blaisure'
187,28379377,EliIE: An open-source information extraction system for clinical trial eligibility criteria.,'Tian Kang' 'Shaodian Zhang' 'Youlan Tang' 'Gregory W Hruby' 'Alexander Rusanov' 'Noemie Elhadad' 'Chunhua Weng'
188,28269868,Feasibility of Representing Data from Published Nursing Research Using the OMOP Common Data Model.,'Hyeoneui Kim' 'Jeeyae Choi' 'Imho Jang' 'Jimmy Quach' 'Lucila Ohno-Machado'
189,27989817,Evaluating common data models for use with a longitudinal community registry.,'Maryam Garza' 'Guilherme Del Fiol' 'Jessica Tenenbaum' 'Anita Walden' 'Meredith Nahm Zozus'
190,27418432,Design and analysis choices for safety surveillance evaluations need to be tuned to the specifics of the hypothesized drug-outcome association.,'Susan Gruber' 'Aloka Chakravarty' 'Susan R Heckbert' 'Mark Levenson' 'David Martin' 'Jennifer C Nelson' 'Bruce M Psaty' 'Simone Pinheiro' 'Christian G Reich' 'Sengwee Toh' 'Alexander M Walker'
191,26970249,Limitations of empirical calibration of p-values using observational data.,'Susan Gruber' 'Eric Tchetgen Tchetgen'
192,26879560,Evidence of Misclassification of Drug-Event Associations Classified as Gold Standard 'Negative Controls' by the Observational Medical Outcomes Partnership (OMOP).,'Manfred Hauben' 'Jeffrey K Aronson' 'Robin E Ferner'
193,26515501,Semantic processing of EHR data for clinical research.,'Hong Sun' 'Kristof Depraetere' 'Jos De Roo' 'Giovanni Mels' 'Boris De Vloed' 'Marc Twagirumukiza' 'Dirk Colaert'
194,26448797,Creating a Common Data Model for Comparative Effectiveness with the Observational Medical Outcomes Partnership.,'F FitzHenry' 'F S Resnic' 'S L Robbins' 'J Denton' 'L Nookala' 'D Meeker' 'L Ohno-Machado' 'M E Matheny'
195,26092163,[Benefits of large healthcare databases for drug risk research].,'Edeltraut Garbe' 'Iris Pigeot'
196,26055920,A Comparative Assessment of Observational Medical Outcomes Partnership and Mini-Sentinel Common Data Models and Analytics: Implications for Active Drug Safety Surveillance.,'Yihua Xu' 'Xiaofeng Zhou' 'Brandon T Suehs' 'Abraham G Hartzema' 'Michael G Kahn' 'Yola Moride' 'Brian C Sauer' 'Qing Liu' 'Keran Moll' 'Margaret K Pasquale' 'Vinit P Nair' 'Andrew Bate'
197,25887092,The impact of standardizing the definition of visits on the consistency of multi-database observational health research.,'Erica A Voss' 'Qianli Ma' 'Patrick B Ryan'
198,25670757,"Feasibility and utility of applications of the common data model to multiple, disparate observational health databases.",'Erica A Voss' 'Rupa Makadia' 'Amy Matcho' 'Qianli Ma' 'Chris Knoll' 'Martijn Schuemie' 'Frank J DeFalco' 'Ajit Londhe' 'Vivienne Zhu' 'Patrick B Ryan'
199,26958207,Clinical Predictive Modeling Development and Deployment through FHIR Web Services.,'Mohammed Khalilia' 'Myung Choi' 'Amelia Henderson' 'Sneha Iyengar' 'Mark Braunstein' 'Jimeng Sun'
200,25187018,"Converting to a common data model: what is lost in translation? : Commentary on ""fidelity assessment of a clinical practice research datalink conversion to the OMOP common data model"".",'Peter R Rijnbeek'
201,25187016,Fidelity assessment of a clinical practice research datalink conversion to the OMOP common data model.,'Amy Matcho' 'Patrick Ryan' 'Daniel Fife' 'Christian Reich'
202,24635221,Combining multiple healthcare databases for postmarketing drug and vaccine safety surveillance: why and how?,'G Trifiro' 'P M Coloma' 'P R Rijnbeek' 'S Romio' 'B Mosseveld' 'D Weibel' 'J Bonhoeffer' 'M Schuemie' 'J van der Lei' 'M Sturkenboom'
203,24551366,Desiderata for healthcare integrated data repositories based on architectural comparison of three public repositories.,'Vojtech Huser' 'James J Cimino'
204,25848597,Transforming the Premier Perspective Hospital Database into the Observational Medical Outcomes Partnership (OMOP) Common Data Model.,'Rupa Makadia' 'Patrick B Ryan'
205,24235108,Adverse drug effect detection.,'Lian Lian Duan' 'Mohammad Khoshneshin' 'W Nick Street' 'Mei Liu'
206,24166232,Replication of the OMOP experiment in Europe: evaluating methods for risk identification in electronic health record databases.,'Martijn J Schuemie' 'Rosa Gini' 'Preciosa M Coloma' 'Huub Straatman' 'Ron M C Herings' 'Lars Pedersen' 'Francesco Innocenti' 'Giampiero Mazzaglia' 'Gino Picelli' 'Johan van der Lei' 'Miriam C J M Sturkenboom'
207,23774519,Identifying appropriate reference data models for comparative effectiveness research (CER) studies based on data from clinical information systems.,'Omolola I Ogunyemi' 'Daniella Meeker' 'Hyeon-Eui Kim' 'Naveen Ashish' 'Seena Farzaneh' 'Aziz Boxwala'
208,23571771,Performance of pharmacovigilance signal-detection algorithms for the FDA adverse event reporting system.,'R Harpaz' 'W DuMouchel' 'P LePendu' 'A Bauer-Mehren' 'P Ryan' 'N H Shah'
209,23408560,Statistical visualization for assessing performance of methods for safety surveillance using electronic databases.,'Xiaochun Li' 'Siu Hui' 'Patrick Ryan' 'Marc Rosenman' 'Marc Overhage'
210,23396660,Applying standardized drug terminologies to observational healthcare databases: a case study on opioid exposure.,'Frank J Defalco' 'Patrick B Ryan' 'M Soledad Cepeda'
211,23329543,An evaluation of the THIN database in the OMOP Common Data Model for active drug safety surveillance.,'Xiaofeng Zhou' 'Sundaresan Murugesan' 'Harshvinder Bhullar' 'Qing Liu' 'Bing Cai' 'Chuck Wentworth' 'Andrew Bate'
212,23015364,Empirical assessment of methods for risk identification in healthcare data: results from the experiments of the Observational Medical Outcomes Partnership.,'Patrick B Ryan' 'David Madigan' 'Paul E Stang' 'J Marc Overhage' 'Judith A Racoosin' 'Abraham G Hartzema'
213,22683994,Evaluation of alternative standardized terminologies for medical conditions within a network of observational healthcare databases.,'Christian Reich' 'Patrick B Ryan' 'Paul E Stang' 'Mitra Rocca'
214,22262596,Mini-Sentinel's systematic reviews of validated methods for identifying health outcomes using administrative and claims data: methods and lessons learned.,'Ryan M Carnahan' 'Kevin G Moores'
215,22037893,Validation of a common data model for active safety surveillance research.,'J Marc Overhage' 'Patrick B Ryan' 'Christian G Reich' 'Abraham G Hartzema' 'Paul E Stang'
216,35040608,Development and Validation of the Radiology Common Data Model (R-CDM) for the International Standardization of Medical Imaging Data.,'ChulHyoung Park' 'Seng Chan You' 'Hokyun Jeon' 'Chang Won Jeong' 'Jin Wook Choi' 'Rae Woong Park'
217,34970858,"Aspirin, metformin, and statin use on the risk of gastric cancer: A nationwide population-based cohort study in Korea with systematic review and meta-analysis.",'Seung In Seo' 'Chan Hyuk Park' 'Tae Jun Kim' 'Chang Seok Bang' 'Jae Young Kim' 'Kyung Joo Lee' 'Jinseob Kim' 'Hyon Hee Kim' 'Seng Chan You' 'Woon Geon Shin'
218,34952111,Network modeling of anxiety and psychological characteristics on suicidal behavior: Cross-sectional study.,'Eunyoung Lee' 'Helmet Karim' 'Carmen Andreescu' 'Akiko Mizuno' 'Howard Aizenstein' 'Heirim Lee' 'Dongyun Lee' 'Kyungmin Lee' 'Sun-Mi Cho' 'Doyeop Kim' 'Rae Woong Park' 'Sang Joon Son' 'Bumhee Park'
219,34583416,Development of Prediction Models for Unplanned Hospital Readmission within 30 Days Based on Common Data Model: A Feasibility Study.,'Borim Ryu' 'Sooyoung Yoo' 'Seok Kim' 'Jinwook Choi'
220,34535723,Angiotensin converting enzyme inhibitors and incidence of lung cancer in a population based cohort of common data model in Korea.,'Seung-Hwa Lee' 'Kwang Jin Chun' 'Jungchan Park' 'Jinseob Kim' 'Ji Dong Sung' 'Rae Woong Park' 'Jinwook Choi' 'Kwangmo Yang'
221,34519186,Treatment Patterns of Type 2 Diabetes Assessed Using a Common Data Model Based on Electronic Health Records of 2000-2019.,'Kyung Ae Lee' 'Heung Yong Jin' 'Yu Ji Kim' 'Yong-Jin Im' 'Eun-Young Kim' 'Tae Sun Park'
222,34496418,A Framework for Systematic Assessment of Clinical Trial Population Representativeness Using Electronic Health Records Data.,'Yingcheng Sun' 'Alex Butler' 'Ibrahim Diallo' 'Jae Hyun Kim' 'Casey Ta' 'James R Rogers' 'Hao Liu' 'Chunhua Weng'
223,34272262,"Characteristics and Outcomes of Over 300,000 Patients with COVID-19 and History of Cancer in the United States and Spain.",'Elena Roel' 'Andrea Pistillo' 'Martina Recalde' 'Anthony G Sena' 'Sergio Fernandez-Bertolin' 'Maria Aragon' 'Diana Puente' 'Waheed-Ul-Rahman Ahmed' 'Heba Alghoul' 'Osaid Alser' 'Thamir M Alshammari' 'Carlos Areia' 'Clair Blacketer' 'William Carter' 'Paula Casajust' 'Aedin C Culhane' 'Dalia Dawoud' 'Frank DeFalco' 'Scott L DuVall' 'Thomas Falconer' 'Asieh Golozar' 'Mengchun Gong' 'Laura Hester' 'George Hripcsak' 'Eng Hooi Tan' 'Hokyun Jeon' 'Jitendra Jonnagaddala' 'Lana Y H Lai' 'Kristine E Lynch' 'Michael E Matheny' 'Daniel R Morales' 'Karthik Natarajan' 'Fredrik Nyberg' 'Anna Ostropolets' 'Jose D Posada' 'Albert Prats-Uribe' 'Christian G Reich' 'Donna R Rivera' 'Lisa M Schilling' 'Isabelle Soerjomataram' 'Karishma Shah' 'Nigam H Shah' 'Yang Shen' 'Matthew Spotniz' 'Vignesh Subbian' 'Marc A Suchard' 'Annalisa Trama' 'Lin Zhang' 'Ying Zhang' 'Patrick B Ryan' 'Daniel Prieto-Alhambra' 'Kristin Kostka' 'Talita Duarte-Salles'
224,34032695,"Seasonal variation of peptic ulcer disease, peptic ulcer bleeding, and acute pancreatitis: A nationwide population-based study using a common data model.",'Jin Young Yoon' 'Jae Myung Cha' 'Ha Il Kim' 'Min Seob Kwak'
225,33712854,ACE: the Advanced Cohort Engine for searching longitudinal patient records.,'Alison Callahan' 'Vladimir Polony' 'Jose D Posada' 'Juan M Banda' 'Saurabh Gombar' 'Nigam H Shah'
226,33402543,Gastrointestinal and Nongastrointestinal Complications of Esophagogastroduodenoscopy and Colonoscopy in the Real World: A Nationwide Standard Cohort Using the Common Data Model Database.,'Ha Il Kim' 'Jin Young Yoon' 'Min Seob Kwak' 'Jae Myung Cha'
227,33211841,Machine-learning model to predict the cause of death using a stacking ensemble method for observational data.,'Chungsoo Kim' 'Seng Chan You' 'Jenna M Reps' 'Jae Youn Cheong' 'Rae Woong Park'
228,33021486,Implementation of a Cohort Retrieval System for Clinical Data Repositories Using the Observational Medical Outcomes Partnership Common Data Model: Proof-of-Concept System Validation.,'Sijia Liu' 'Yanshan Wang' 'Andrew Wen' 'Liwei Wang' 'Na Hong' 'Feichen Shen' 'Steven Bedrick' 'William Hersh' 'Hongfang Liu'
229,33008368,Prediction of incident myocardial infarction using machine learning applied to harmonized electronic health record data.,'Divneet Mandair' 'Premanand Tiwari' 'Steven Simon' 'Kathryn L Colborn' 'Michael A Rosenberg'
230,32691386,Real-World Use of Colonoscopy in an Older Population: A Nationwide Standard Cohort Study Using a Common Data Model.,'Ha Il Kim' 'Jin Young Yoon' 'Min Seob Kwak' 'Jae Myung Cha'
231,32134687,Treatment Patterns for Chronic Comorbid Conditions in Patients With Cancer Using a Large-Scale Observational Data Network.,'Ruijun Chen' 'Patrick Ryan' 'Karthik Natarajan' 'Thomas Falconer' 'Katherine D Crew' 'Christian G Reich' 'Rohit Vashisht' 'Gurvaneet Randhawa' 'Nigam H Shah' 'George Hripcsak'
232,32134536,Treatment regimens and glycosylated hemoglobin levels in youth with Type 1 and Type 2 diabetes: Data from SEARCH (United States) and YDR (India) registries.,"'Anandakumar Amutha' 'Pradeep A Praveen' 'Christine W Hockett' 'Toan C Ong' 'Elizabeth T Jensen' 'Scott P Isom' ' Agostino Ralph B Jr""' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' "
233,31970824,Comparative risk of Clostridium difficile infection between proton pump inhibitors and histamine-2 receptor antagonists: A 15-year hospital cohort study using a common data model.,'Seung In Seo' 'Seng Chan You' 'Chan Hyuk Park' 'Tae Joon Kim' 'You Sang Ko' 'Yerim Kim' 'Jong Jin Yoo' 'Jinseob Kim' 'Woon Geon Shin'
234,31953884,Clinical profile at diagnosis with youth-onset type 1 and type 2 diabetes in two pediatric diabetes registries: SEARCH (United States) and YDR (India).,"'Christine W Hockett' 'Pradeep A Praveen' 'Toan C Ong' 'Anandakumar Amutha' 'Scott P Isom' 'Elizabeth T Jensen' ' Agostino Ralph B Jr""' ' ' ' ' ' ' ' ' ' ' ' ' ' ' "
235,31951272,Assessment of a Machine Learning Model Applied to Harmonized Electronic Health Record Data for the Prediction of Incident Atrial Fibrillation.,'Premanand Tiwari' 'Kathryn L Colborn' 'Derek E Smith' 'Fuyong Xing' 'Debashis Ghosh' 'Michael A Rosenberg'
236,31937652,"Application of a Common Data Model (CDM) to rank the paediatric user and prescription prevalence of 15 different drug classes in South Korea, Hong Kong, Taiwan, Japan and Australia: an observational, descriptive study.",'Ruth Brauer' 'Ian Chi Kei Wong' 'Kenneth Kc Man' 'Nicole L Pratt' 'Rae Woong Park' 'Soo-Yeon Cho' 'Yu-Chuan Jack Li' 'Usman Iqbal' 'Phung-Anh Alex Nguyen' 'Martijn Schuemie'
237,30762164,"A Comparison Study of Algorithms to Detect Drug-Adverse Event Associations: Frequentist, Bayesian, and Machine-Learning Approaches.",'Minh Pham' 'Feng Cheng' 'Kandethody Ramachandran'
238,29854108,Improving the 'Fitness for Purpose' of Common Data Models through Realism Based Ontology.,'Jonathan C Blaisure' 'Werner M Ceusters'
239,29718407,Design and implementation of a standardized framework to generate and evaluate patient-level prediction models using observational healthcare data.,'Jenna M Reps' 'Martijn J Schuemie' 'Marc A Suchard' 'Patrick B Ryan' 'Peter R Rijnbeek'
240,24166223,Managing data quality for a drug safety surveillance system.,'Abraham G Hartzema' 'Christian G Reich' 'Patrick B Ryan' 'Paul E Stang' 'David Madigan' 'Emily Welebob' 'J Marc Overhage'
241,31066478,"Comment on ""How pharmacoepidemiology networks can manage distributed analyses to improve replicability and transparency and minimize bias"".",'Martijn J Schuemie' 'David Madigan' 'Patrick B Ryan' 'Christian Reich' 'Marc A Suchard' 'Jesse A Berlin' 'George Hripcsak'
242,31436848,A plea to stop using the case-control design in retrospective database studies.,'Martijn J Schuemie' 'Patrick B Ryan' 'Kenneth K C Man' 'Ian C K Wong' 'Marc A Suchard' 'George Hripcsak'
243,31456304,Diabetic ketoacidosis in patients with type 2 diabetes treated with sodium glucose co-transporter 2 inhibitors versus other antihyperglycemic agents: An observational study of four US administrative claims databases.,'Lu Wang' 'Erica A Voss' 'James Weaver' 'Laura Hester' 'Zhong Yuan' 'Frank DeFalco' 'Martijn J Schuemie' 'Patrick B Ryan' 'Don Sun' 'Amy Freedman' 'Maria Alba' 'Joan Lind' 'Gary Meininger' 'Jesse A Berlin' 'Norman Rosenthal'
244,31642211,Comparison of First-Line Dual Combination Treatments in Hypertension: Real-World Evidence from Multinational Heterogeneous Cohorts.,'Seng Chan You' 'Sungjae Jung' 'Joel N Swerdel' 'Patrick B Ryan' 'Martijn J Schuemie' 'Marc A Suchard' 'Seongwon Lee' 'Jaehyeong Cho' 'George Hripcsak' 'Rae Woong Park' 'Sungha Park'
245,31651956,Imputation and characterization of uncoded self-harm in major mental illness using machine learning.,'Praveen Kumar' 'Anastasiya Nestsiarovich' 'Stuart J Nelson' 'Berit Kerner' 'Douglas J Perkins' 'Christophe G Lambert'
246,31668726,"Comprehensive comparative effectiveness and safety of first-line antihypertensive drug classes: a systematic, multinational, large-scale analysis.",'Marc A Suchard' 'Martijn J Schuemie' 'Harlan M Krumholz' 'Seng Chan You' 'RuiJun Chen' 'Nicole Pratt' 'Christian G Reich' 'Jon Duke' 'David Madigan' 'George Hripcsak' 'Patrick B Ryan'
247,31923062,Relative Risk of Cervical Neoplasms Among Copper and Levonorgestrel-Releasing Intrauterine System Users.,'Matthew E Spotnitz' 'Karthik Natarajan' 'Patrick B Ryan' 'Carolyn L Westhoff'
248,32065600,Comparison of Cardiovascular and Safety Outcomes of Chlorthalidone vs Hydrochlorothiazide to Treat Hypertension.,'George Hripcsak' 'Marc A Suchard' 'Steven Shea' 'RuiJun Chen' 'Seng Chan You' 'Nicole Pratt' 'David Madigan' 'Harlan M Krumholz' 'Patrick B Ryan' 'Martijn J Schuemie'
249,32313838,The European medical information framework: A novel ecosystem for sharing healthcare data across Europe.,'Simon Lovestone'
250,32335224,"Deep phenotyping: Embracing complexity and temporality-Towards scalability, portability, and interoperability.",'Chunhua Weng' 'Nigam H Shah' 'George Hripcsak'
251,32338068,Acute pancreatitis risk in type 2 diabetes patients treated with canagliflozin versus other antihyperglycemic agents: an observational claims database study.,'Zhong Yuan' 'Frank DeFalco' 'Lu Wang' 'Laura Hester' 'James Weaver' 'Joel N Swerdel' 'Amy Freedman' 'Patrick Ryan' 'Martijn Schuemie' 'Rose Qiu' 'Jacqueline Yee' 'Gary Meininger' 'Jesse A Berlin' 'Norman Rosenthal'
252,32411828,Translating evidence into practice: eligibility criteria fail to eliminate clinically significant differences between real-world and study populations.,'Amelia J Averitt' 'Chunhua Weng' 'Patrick Ryan' 'Adler Perotte'
253,32443071,In Reply.,'Matthew E Spotnitz' 'Karthik Natarajan' 'Patrick B Ryan' 'Carolyn L Westhoff'
254,32477631,Comparative Analysis and Evaluation of State-of-the-Art Medication Mapping Tools to Transform a Local Medication Terminology to RxNorm.,'Lena Davidson' 'Mary Regina Boland'
255,32479175,Research and Reporting Considerations for Observational Studies Using Electronic Health Record Data.,'Alison Callahan' 'Nigam H Shah' 'Jonathan H Chen'
256,32500272,"Channeling Bias in the Analysis of Risk of Myocardial Infarction, Stroke, Gastrointestinal Bleeding, and Acute Renal Failure with the Use of Paracetamol Compared with Ibuprofen.",'Rachel B Weinstein' 'Patrick B Ryan' 'Jesse A Berlin' 'Martijn J Schuemie' 'Joel Swerdel' 'Daniel Fife'
257,32771540,The Counterfactual chi-GAN: Finding comparable cohorts in observational health data.,'Amelia J Averitt' 'Natnicha Vanitchanant' 'Rajesh Ranganath' 'Adler J Perotte'
258,32827027,Large-scale evidence generation and evaluation across a network of databases (LEGEND): assessing validity using hypertension as a case study.,'Martijn J Schuemie' 'Patrick B Ryan' 'Nicole Pratt' 'RuiJun Chen' 'Seng Chan You' 'Harlan M Krumholz' 'David Madigan' 'George Hripcsak' 'Marc A Suchard'
259,32909033,Principles of Large-scale Evidence Generation and Evaluation across a Network of Databases (LEGEND).,'Martijn J Schuemie' 'Patrick B Ryan' 'Nicole Pratt' 'RuiJun Chen' 'Seng Chan You' 'Harlan M Krumholz' 'David Madigan' 'George Hripcsak' 'Marc A Suchard'
